ts,adc_raw,temp,humidity,label
2025-11-23 19:14:52,905.0,0.0,0.0,3
2025-11-23 19:39:25,195.0,0.0,0.0,0
2025-11-23 19:39:27,199.0,0.0,0.0,0
2025-11-23 19:39:29,192.0,0.0,0.0,0
2025-11-23 19:39:31,192.0,0.0,0.0,0
2025-11-23 19:39:33,200.0,0.0,0.0,0
2025-11-23 19:39:35,217.0,0.0,0.0,1
2025-11-23 19:39:37,213.0,0.0,0.0,1
2025-11-23 19:39:39,222.0,0.0,0.0,1
2025-11-23 19:39:42,232.0,0.0,0.0,1
2025-11-23 19:39:44,2814.0,0.0,0.0,5
2025-11-23 19:39:46,2221.0,0.0,0.0,4
2025-11-23 19:39:48,1355.0,0.0,0.0,3
2025-11-23 19:39:50,845.0,0.0,0.0,3
2025-11-23 19:39:52,576.0,0.0,0.0,2
2025-11-23 19:39:54,473.0,0.0,0.0,2
2025-11-23 19:39:56,431.0,0.0,0.0,2
2025-11-23 19:39:58,363.0,0.0,0.0,1
2025-11-23 19:40:00,1738.0,0.0,0.0,4
2025-11-23 19:40:02,2505.0,0.0,0.0,4
2025-11-23 19:40:05,2309.0,0.0,0.0,4
2025-11-23 19:40:07,2194.0,0.0,0.0,4
2025-11-23 19:40:09,4095.0,0.0,0.0,5
2025-11-23 19:40:11,4095.0,0.0,0.0,5
2025-11-23 19:40:13,3057.0,0.0,0.0,5
2025-11-23 19:40:15,2602.0,0.0,0.0,5
2025-11-23 19:40:17,1918.0,0.0,0.0,4
2025-11-23 19:40:19,1324.0,0.0,0.0,3
2025-11-23 19:40:21,961.0,0.0,0.0,3
2025-11-23 19:40:23,775.0,0.0,0.0,2
2025-11-23 19:40:25,663.0,0.0,0.0,2
2025-11-23 19:40:28,577.0,0.0,0.0,2
2025-11-23 19:40:30,537.0,0.0,0.0,2
2025-11-23 19:40:32,486.0,0.0,0.0,2
2025-11-23 19:40:34,478.0,0.0,0.0,2
2025-11-23 19:40:36,455.0,0.0,0.0,2
2025-11-23 19:40:38,431.0,0.0,0.0,2
2025-11-23 19:40:40,407.0,0.0,0.0,2
2025-11-23 19:40:42,387.0,0.0,0.0,1
2025-11-23 19:40:44,394.0,0.0,0.0,1
2025-11-23 19:40:46,375.0,0.0,0.0,1
2025-11-23 19:40:48,355.0,0.0,0.0,1
2025-11-23 19:40:51,343.0,0.0,0.0,1
2025-11-23 19:40:53,336.0,0.0,0.0,1
2025-11-23 19:40:55,336.0,0.0,0.0,1
2025-11-23 19:40:57,336.0,0.0,0.0,1
2025-11-23 19:40:59,340.0,0.0,0.0,1
2025-11-23 19:41:01,333.0,0.0,0.0,1
2025-11-23 19:41:03,304.0,0.0,0.0,1
2025-11-23 19:41:05,317.0,0.0,0.0,1
2025-11-23 19:41:07,334.0,0.0,0.0,1
2025-11-23 19:41:09,306.0,0.0,0.0,1
2025-11-23 19:41:12,379.0,0.0,0.0,1
2025-11-23 19:41:14,322.0,0.0,0.0,1
2025-11-23 19:41:16,305.0,0.0,0.0,1
2025-11-23 19:41:18,277.0,0.0,0.0,1
2025-11-23 19:41:20,279.0,0.0,0.0,1
2025-11-23 19:41:22,275.0,0.0,0.0,1
2025-11-23 19:41:24,1105.0,0.0,0.0,3
2025-11-23 19:41:26,1281.0,0.0,0.0,3
2025-11-23 19:41:28,1235.0,0.0,0.0,3
2025-11-23 19:41:30,912.0,0.0,0.0,3
2025-11-23 19:41:32,3515.0,0.0,0.0,5
2025-11-23 19:41:35,2950.0,0.0,0.0,5
2025-11-23 19:41:37,1999.0,0.0,0.0,4
2025-11-23 19:41:39,2624.0,0.0,0.0,5
2025-11-23 19:41:41,1819.0,0.0,0.0,4
2025-11-23 19:41:43,3435.0,0.0,0.0,5
2025-11-23 19:41:45,4095.0,0.0,0.0,5
2025-11-23 19:41:47,4095.0,0.0,0.0,5
2025-11-23 19:41:49,3188.0,0.0,0.0,5
2025-11-23 19:41:51,4095.0,0.0,0.0,5
2025-11-23 19:41:53,4095.0,0.0,0.0,5
2025-11-23 19:41:55,2489.0,0.0,0.0,4
2025-11-23 19:41:58,1557.0,0.0,0.0,4
2025-11-23 19:42:00,1225.0,0.0,0.0,3
2025-11-23 19:42:02,1015.0,0.0,0.0,3
2025-11-23 19:42:04,880.0,0.0,0.0,3
2025-11-23 19:42:06,800.0,0.0,0.0,2
2025-11-23 19:42:08,747.0,0.0,0.0,2
2025-11-23 19:42:10,706.0,0.0,0.0,2
2025-11-23 19:42:12,659.0,0.0,0.0,2
2025-11-23 19:42:14,638.0,0.0,0.0,2
2025-11-23 19:42:16,614.0,0.0,0.0,2
2025-11-23 19:42:18,592.0,0.0,0.0,2
2025-11-23 19:42:21,581.0,0.0,0.0,2
2025-11-23 19:42:23,557.0,0.0,0.0,2
2025-11-23 19:42:25,538.0,0.0,0.0,2
2025-11-23 19:42:27,527.0,0.0,0.0,2
2025-11-23 19:42:29,510.0,0.0,0.0,2
2025-11-23 19:42:31,495.0,0.0,0.0,2
2025-11-23 19:42:33,491.0,0.0,0.0,2
2025-11-23 19:42:35,475.0,0.0,0.0,2
2025-11-23 19:42:37,462.0,0.0,0.0,2
2025-11-23 19:42:39,448.0,0.0,0.0,2
2025-11-23 19:42:42,432.0,0.0,0.0,2
2025-11-23 19:42:44,431.0,0.0,0.0,2
2025-11-23 20:56:56,191.0,0.0,0.0,0
2025-11-23 20:56:58,181.0,0.0,0.0,0
2025-11-23 20:57:00,186.0,0.0,0.0,0
2025-11-23 20:57:02,187.0,0.0,0.0,0
2025-11-23 20:57:04,187.0,0.0,0.0,0
2025-11-23 20:57:06,186.0,0.0,0.0,0
2025-11-23 20:57:08,181.0,0.0,0.0,0
2025-11-23 20:57:10,176.0,0.0,0.0,0
2025-11-23 20:57:12,176.0,0.0,0.0,0
2025-11-23 20:57:15,188.0,0.0,0.0,0
2025-11-23 20:57:17,177.0,0.0,0.0,0
2025-11-23 20:57:19,176.0,0.0,0.0,0
2025-11-23 20:57:21,175.0,0.0,0.0,0
2025-11-23 20:57:23,176.0,0.0,0.0,0
2025-11-23 20:57:25,186.0,0.0,0.0,0
2025-11-23 20:57:27,177.0,0.0,0.0,0
2025-11-23 20:57:29,185.0,0.0,0.0,0
2025-11-23 20:57:31,183.0,0.0,0.0,0
2025-11-23 20:57:33,176.0,0.0,0.0,0
2025-11-23 20:57:36,176.0,0.0,0.0,0
2025-11-23 20:57:38,170.0,0.0,0.0,0
2025-11-23 20:57:40,246.0,0.0,0.0,1
2025-11-23 20:57:42,209.0,0.0,0.0,1
2025-11-23 20:57:44,197.0,0.0,0.0,0
2025-11-23 20:57:46,4095.0,0.0,0.0,5
2025-11-23 20:57:48,4095.0,0.0,0.0,5
2025-11-23 20:57:50,2606.0,0.0,0.0,5
2025-11-23 20:57:52,1875.0,0.0,0.0,4
2025-11-23 20:57:54,1703.0,0.0,0.0,4
2025-11-23 20:57:56,1185.0,0.0,0.0,3
2025-11-23 20:57:59,944.0,0.0,0.0,3
2025-11-23 20:58:01,706.0,0.0,0.0,2
2025-11-23 20:58:03,624.0,0.0,0.0,2
2025-11-23 20:58:05,576.0,0.0,0.0,2
2025-11-23 20:58:07,603.0,0.0,0.0,2
2025-11-23 20:58:09,500.0,0.0,0.0,2
2025-11-23 20:58:11,447.0,0.0,0.0,2
2025-11-23 21:00:24,183.0,0.0,0.0,0
2025-11-23 21:00:26,189.0,0.0,0.0,0
2025-11-23 21:00:28,181.0,0.0,0.0,0
2025-11-23 21:00:30,195.0,0.0,0.0,0
2025-11-23 21:00:33,193.0,0.0,0.0,0
2025-11-23 21:00:35,193.0,0.0,0.0,0
2025-11-23 21:00:37,189.0,0.0,0.0,0
2025-11-23 21:00:39,187.0,0.0,0.0,0
2025-11-23 21:00:41,219.0,0.0,0.0,1
2025-11-23 21:00:43,208.0,0.0,0.0,1
2025-11-23 21:00:45,263.0,0.0,0.0,1
2025-11-23 21:00:47,231.0,0.0,0.0,1
2025-11-23 21:00:49,210.0,0.0,0.0,1
2025-11-23 21:00:51,199.0,0.0,0.0,0
2025-11-23 21:00:53,189.0,0.0,0.0,0
2025-11-23 21:00:56,181.0,0.0,0.0,0
2025-11-23 21:00:58,187.0,0.0,0.0,0
2025-11-23 21:01:00,175.0,0.0,0.0,0
2025-11-23 21:01:02,183.0,0.0,0.0,0
2025-11-23 21:01:04,176.0,0.0,0.0,0
2025-11-23 21:01:06,182.0,0.0,0.0,0
2025-11-23 21:01:08,180.0,0.0,0.0,0
2025-11-23 21:01:10,178.0,0.0,0.0,0
2025-11-23 21:01:12,183.0,0.0,0.0,0
2025-11-23 21:01:14,181.0,0.0,0.0,0
2025-11-23 21:01:16,177.0,0.0,0.0,0
2025-11-23 21:01:19,173.0,0.0,0.0,0
2025-11-23 21:01:21,180.0,0.0,0.0,0
2025-11-23 21:01:23,225.0,0.0,0.0,1
2025-11-23 21:01:25,263.0,0.0,0.0,1
2025-11-23 21:01:27,224.0,0.0,0.0,1
2025-11-23 21:01:29,4095.0,0.0,0.0,5
2025-11-23 21:01:31,4095.0,0.0,0.0,5
2025-11-23 21:01:33,3838.0,0.0,0.0,5
2025-11-23 21:01:35,2343.0,0.0,0.0,4
2025-11-23 21:01:37,1607.0,0.0,0.0,4
2025-11-23 21:01:40,1171.0,0.0,0.0,3
2025-11-23 21:01:42,971.0,0.0,0.0,3
2025-11-23 21:01:44,884.0,0.0,0.0,3
2025-11-23 21:01:46,752.0,0.0,0.0,2
2025-11-23 21:01:48,673.0,0.0,0.0,2
2025-11-23 21:01:50,582.0,0.0,0.0,2
2025-11-23 21:01:52,540.0,0.0,0.0,2
2025-11-23 21:01:54,555.0,0.0,0.0,2
2025-11-23 21:01:56,483.0,0.0,0.0,2
2025-11-23 21:01:58,449.0,0.0,0.0,2
2025-11-23 21:02:00,432.0,0.0,0.0,2
2025-11-23 21:02:03,417.0,0.0,0.0,2
2025-11-23 21:02:05,402.0,0.0,0.0,2
2025-11-23 21:02:07,391.0,0.0,0.0,1
2025-11-23 21:02:09,370.0,0.0,0.0,1
2025-11-23 21:02:11,355.0,0.0,0.0,1
2025-11-23 21:02:13,341.0,0.0,0.0,1
2025-11-23 21:02:15,331.0,0.0,0.0,1
2025-11-23 21:02:17,333.0,0.0,0.0,1
2025-11-23 21:02:19,317.0,0.0,0.0,1
2025-11-23 21:02:21,311.0,0.0,0.0,1
2025-11-23 21:02:23,314.0,0.0,0.0,1
2025-11-23 21:02:26,299.0,0.0,0.0,1
2025-11-23 21:02:28,282.0,0.0,0.0,1
2025-11-23 21:02:30,278.0,0.0,0.0,1
2025-11-23 21:02:32,274.0,0.0,0.0,1
2025-11-23 21:02:34,274.0,0.0,0.0,1
2025-11-23 21:02:36,292.0,0.0,0.0,1
2025-11-23 21:02:38,277.0,0.0,0.0,1
2025-11-23 21:02:40,273.0,0.0,0.0,1
2025-11-23 21:02:42,259.0,0.0,0.0,1
2025-11-23 21:02:44,255.0,0.0,0.0,1
2025-11-23 21:02:46,267.0,0.0,0.0,1
2025-11-23 21:02:49,275.0,0.0,0.0,1
2025-11-23 21:02:51,259.0,0.0,0.0,1
2025-11-23 21:02:53,256.0,0.0,0.0,1
2025-11-23 21:02:55,251.0,0.0,0.0,1
2025-11-23 21:02:57,243.0,0.0,0.0,1
2025-11-23 21:02:59,246.0,0.0,0.0,1
2025-11-23 21:03:01,253.0,0.0,0.0,1
2025-11-23 21:03:03,192.0,0.0,0.0,0
2025-11-23 21:03:05,231.0,0.0,0.0,1
2025-11-23 21:24:44,243.0,0.0,0.0,1
2025-11-23 21:24:46,239.0,0.0,0.0,1
2025-11-23 21:24:48,194.0,0.0,0.0,0
2025-11-23 21:24:50,225.0,0.0,0.0,1
2025-11-23 21:24:52,211.0,0.0,0.0,1
2025-11-23 21:24:54,204.0,0.0,0.0,1
2025-11-23 21:24:56,199.0,0.0,0.0,0
2025-11-23 21:24:58,203.0,0.0,0.0,1
2025-11-23 21:25:00,206.0,0.0,0.0,1
2025-11-23 21:25:02,201.0,0.0,0.0,1
2025-11-23 21:25:05,199.0,0.0,0.0,0
2025-11-23 21:25:07,189.0,0.0,0.0,0
2025-11-23 21:25:09,186.0,0.0,0.0,0
2025-11-23 21:25:11,205.0,0.0,0.0,1
2025-11-23 21:25:13,208.0,0.0,0.0,1
2025-11-23 21:25:15,199.0,0.0,0.0,0
2025-11-23 21:25:17,2345.0,0.0,0.0,4
2025-11-23 21:25:19,1583.0,0.0,0.0,4
2025-11-23 21:25:21,2679.0,0.0,0.0,5
2025-11-23 21:25:23,1834.0,0.0,0.0,4
2025-11-23 21:25:25,1254.0,0.0,0.0,3
2025-11-23 21:25:28,4095.0,0.0,0.0,5
2025-11-23 21:25:30,4095.0,0.0,0.0,5
2025-11-23 21:25:32,2816.0,0.0,0.0,5
2025-11-23 21:25:34,1935.0,0.0,0.0,4
2025-11-23 21:25:36,1421.0,0.0,0.0,4
2025-11-23 21:25:38,1095.0,0.0,0.0,3
2025-11-23 21:25:40,863.0,0.0,0.0,3
2025-11-23 21:25:42,710.0,0.0,0.0,2
2025-11-23 21:25:44,625.0,0.0,0.0,2
2025-11-23 21:25:46,560.0,0.0,0.0,2
2025-11-23 21:25:48,511.0,0.0,0.0,2
2025-11-23 21:25:51,483.0,0.0,0.0,2
2025-11-23 21:25:53,459.0,0.0,0.0,2
2025-11-23 21:25:55,431.0,0.0,0.0,2
2025-11-23 21:25:57,415.0,0.0,0.0,2
2025-11-23 21:25:59,399.0,0.0,0.0,1
2025-11-23 21:26:01,401.0,0.0,0.0,2
2025-11-23 21:26:03,372.0,0.0,0.0,1
2025-11-23 21:26:05,443.0,0.0,0.0,2
2025-11-23 21:26:07,419.0,0.0,0.0,2
2025-11-23 21:26:09,379.0,0.0,0.0,1
2025-11-23 21:26:12,401.0,0.0,0.0,2
2025-11-23 21:26:14,343.0,0.0,0.0,1
2025-11-23 21:26:16,324.0,0.0,0.0,1
2025-11-23 21:26:18,315.0,0.0,0.0,1
2025-11-23 21:26:20,273.0,0.0,0.0,1
2025-11-23 21:26:22,293.0,0.0,0.0,1
2025-11-23 21:26:24,288.0,0.0,0.0,1
2025-11-23 21:26:26,286.0,0.0,0.0,1
2025-11-23 21:26:28,279.0,0.0,0.0,1
2025-11-23 21:26:30,292.0,0.0,0.0,1
2025-11-23 21:26:32,291.0,0.0,0.0,1
2025-11-23 21:26:35,265.0,0.0,0.0,1
2025-11-23 21:26:37,277.0,0.0,0.0,1
2025-11-23 21:26:39,272.0,0.0,0.0,1
2025-11-23 21:26:41,254.0,0.0,0.0,1
2025-11-23 21:26:43,252.0,0.0,0.0,1
2025-11-23 21:26:45,253.0,0.0,0.0,1
2025-11-23 21:26:47,252.0,0.0,0.0,1
2025-11-23 21:26:49,240.0,0.0,0.0,1
2025-11-23 21:26:51,283.0,0.0,0.0,1
2025-11-23 21:26:53,272.0,0.0,0.0,1
2025-11-23 21:26:55,307.0,0.0,0.0,1
2025-11-23 21:26:58,276.0,0.0,0.0,1
2025-11-23 21:27:00,253.0,0.0,0.0,1
2025-11-23 21:27:02,216.0,0.0,0.0,1
2025-11-23 21:27:04,238.0,0.0,0.0,1
2025-11-23 21:27:06,226.0,0.0,0.0,1
2025-11-23 21:27:08,234.0,0.0,0.0,1
2025-11-23 21:27:10,222.0,0.0,0.0,1
2025-11-23 21:27:12,231.0,0.0,0.0,1
2025-11-23 21:27:14,223.0,0.0,0.0,1
2025-11-23 21:27:16,221.0,0.0,0.0,1
2025-11-23 21:27:18,225.0,0.0,0.0,1
2025-11-23 21:27:21,216.0,0.0,0.0,1
2025-11-23 21:27:23,208.0,0.0,0.0,1
2025-11-23 21:27:25,213.0,0.0,0.0,1
2025-11-23 21:27:27,212.0,0.0,0.0,1
2025-11-23 21:27:29,210.0,0.0,0.0,1
2025-11-23 21:27:31,210.0,0.0,0.0,1
2025-11-23 21:27:33,219.0,0.0,0.0,1
2025-11-23 21:27:35,218.0,0.0,0.0,1
2025-11-23 21:27:37,211.0,0.0,0.0,1
2025-11-23 21:27:39,221.0,0.0,0.0,1
2025-11-23 21:27:42,215.0,0.0,0.0,1
2025-11-23 21:27:44,208.0,0.0,0.0,1
2025-11-23 21:27:46,211.0,0.0,0.0,1
2025-11-23 21:27:48,208.0,0.0,0.0,1
2025-11-23 21:27:50,209.0,0.0,0.0,1
2025-11-23 21:27:52,199.0,0.0,0.0,0
2025-11-23 21:27:54,204.0,0.0,0.0,1
2025-11-23 21:27:56,192.0,0.0,0.0,0
2025-11-23 21:27:58,198.0,0.0,0.0,0
2025-11-23 21:28:00,199.0,0.0,0.0,0
2025-11-23 21:28:02,209.0,0.0,0.0,1
2025-11-23 21:28:05,206.0,0.0,0.0,1
2025-11-23 21:28:07,206.0,0.0,0.0,1
2025-11-23 21:28:09,209.0,0.0,0.0,1
2025-11-23 21:28:11,208.0,0.0,0.0,1
2025-11-23 21:28:13,204.0,0.0,0.0,1
2025-11-23 21:28:15,208.0,0.0,0.0,1
2025-11-23 21:28:17,205.0,0.0,0.0,1
2025-11-23 21:28:19,193.0,0.0,0.0,0
2025-11-23 21:28:21,195.0,0.0,0.0,0
2025-11-23 21:28:23,192.0,0.0,0.0,0
2025-11-23 21:28:25,199.0,0.0,0.0,0
2025-11-23 21:28:28,195.0,0.0,0.0,0
2025-11-23 21:28:30,199.0,0.0,0.0,0
2025-11-23 21:28:32,196.0,0.0,0.0,0
2025-11-23 21:28:34,193.0,0.0,0.0,0
2025-11-23 21:28:36,190.0,0.0,0.0,0
2025-11-23 21:28:38,189.0,0.0,0.0,0
2025-11-23 21:28:40,188.0,0.0,0.0,0
2025-11-23 21:28:42,192.0,0.0,0.0,0
2025-11-23 21:28:44,195.0,0.0,0.0,0
2025-11-23 21:28:46,198.0,0.0,0.0,0
2025-11-23 21:28:48,194.0,0.0,0.0,0
2025-11-23 21:28:51,194.0,0.0,0.0,0
2025-11-23 21:28:53,201.0,0.0,0.0,1
2025-11-23 21:28:55,199.0,0.0,0.0,0
2025-11-23 21:28:57,193.0,0.0,0.0,0
2025-11-23 21:28:59,193.0,0.0,0.0,0
2025-11-23 21:29:01,195.0,0.0,0.0,0
2025-11-23 21:29:03,194.0,0.0,0.0,0
2025-11-23 21:29:05,186.0,0.0,0.0,0
2025-11-23 21:29:07,188.0,0.0,0.0,0
2025-11-23 21:29:09,243.0,0.0,0.0,1
2025-11-23 21:29:12,178.0,0.0,0.0,0
2025-11-23 21:29:14,187.0,0.0,0.0,0
2025-11-23 21:29:16,187.0,0.0,0.0,0
2025-11-23 21:29:18,182.0,0.0,0.0,0
2025-11-23 21:29:20,191.0,0.0,0.0,0
2025-11-23 21:29:22,195.0,0.0,0.0,0
2025-11-23 21:29:24,194.0,0.0,0.0,0
2025-11-23 21:29:26,192.0,0.0,0.0,0
2025-11-23 21:29:28,189.0,0.0,0.0,0
2025-11-23 21:29:30,177.0,0.0,0.0,0
2025-11-23 21:29:32,186.0,0.0,0.0,0
2025-11-23 21:29:35,185.0,0.0,0.0,0
2025-11-23 21:29:37,186.0,0.0,0.0,0
2025-11-23 21:29:39,191.0,0.0,0.0,0
2025-11-23 21:29:41,179.0,0.0,0.0,0
2025-11-23 21:29:43,187.0,0.0,0.0,0
2025-11-23 21:29:45,192.0,0.0,0.0,0
2025-11-23 21:29:47,186.0,0.0,0.0,0
2025-11-23 21:29:49,192.0,0.0,0.0,0
2025-11-23 21:29:51,198.0,0.0,0.0,0
2025-11-23 21:29:53,190.0,0.0,0.0,0
2025-11-23 21:29:55,179.0,0.0,0.0,0
2025-11-23 21:29:58,177.0,0.0,0.0,0
2025-11-24 15:57:26,304.0,0.0,0.0,1
2025-11-24 15:57:28,303.0,0.0,0.0,1
2025-11-24 15:57:30,311.0,0.0,0.0,1
2025-11-24 15:57:33,304.0,0.0,0.0,1
2025-11-24 15:57:35,320.0,0.0,0.0,1
2025-11-24 15:57:37,303.0,0.0,0.0,1
2025-11-24 15:57:39,297.0,0.0,0.0,1
2025-11-24 15:57:41,292.0,0.0,0.0,1
2025-11-24 15:57:43,290.0,0.0,0.0,1
2025-11-24 15:57:45,293.0,0.0,0.0,1
2025-11-24 15:57:47,295.0,0.0,0.0,1
2025-11-24 15:57:49,288.0,0.0,0.0,1
2025-11-24 15:57:51,292.0,0.0,0.0,1
2025-11-24 15:57:53,287.0,0.0,0.0,1
2025-11-24 15:57:56,299.0,0.0,0.0,1
2025-11-24 15:57:58,298.0,0.0,0.0,1
2025-11-24 15:58:00,281.0,0.0,0.0,1
2025-11-24 15:58:02,279.0,0.0,0.0,1
2025-11-24 15:58:04,288.0,0.0,0.0,1
2025-11-24 15:58:06,273.0,0.0,0.0,1
2025-11-24 15:58:08,282.0,0.0,0.0,1
2025-11-24 15:58:10,277.0,0.0,0.0,1
2025-11-24 15:58:12,313.0,0.0,0.0,1
2025-11-24 15:58:14,283.0,0.0,0.0,1
2025-11-24 15:58:17,274.0,0.0,0.0,1
2025-11-24 15:58:19,283.0,0.0,0.0,1
2025-11-24 15:58:21,276.0,0.0,0.0,1
2025-11-24 15:58:23,277.0,0.0,0.0,1
2025-11-24 15:58:25,275.0,0.0,0.0,1
2025-11-24 15:58:27,282.0,0.0,0.0,1
2025-11-24 15:58:29,288.0,0.0,0.0,1
2025-11-24 15:58:31,275.0,0.0,0.0,1
2025-11-24 15:58:33,269.0,0.0,0.0,1
2025-11-24 15:58:35,279.0,0.0,0.0,1
2025-11-24 15:58:37,273.0,0.0,0.0,1
2025-11-24 15:58:40,272.0,0.0,0.0,1
2025-11-24 15:58:42,279.0,0.0,0.0,1
2025-11-24 15:58:44,274.0,0.0,0.0,1
2025-11-24 15:58:46,277.0,0.0,0.0,1
2025-11-24 15:58:48,274.0,0.0,0.0,1
2025-11-24 15:58:50,274.0,0.0,0.0,1
2025-11-24 15:58:52,276.0,0.0,0.0,1
2025-11-24 15:58:54,272.0,0.0,0.0,1
2025-11-24 15:58:56,274.0,0.0,0.0,1
2025-11-24 15:58:58,272.0,0.0,0.0,1
2025-11-24 15:59:00,277.0,0.0,0.0,1
2025-11-24 15:59:03,273.0,0.0,0.0,1
2025-11-24 15:59:05,267.0,0.0,0.0,1
2025-11-24 15:59:07,271.0,0.0,0.0,1
2025-11-24 15:59:09,263.0,0.0,0.0,1
2025-11-24 15:59:11,266.0,0.0,0.0,1
2025-11-24 15:59:13,272.0,0.0,0.0,1
2025-11-24 15:59:15,276.0,0.0,0.0,1
2025-11-24 15:59:17,269.0,0.0,0.0,1
2025-11-24 15:59:19,272.0,0.0,0.0,1
2025-11-24 15:59:21,293.0,0.0,0.0,1
2025-11-24 15:59:23,266.0,0.0,0.0,1
2025-11-24 15:59:26,271.0,0.0,0.0,1
2025-11-24 15:59:28,267.0,0.0,0.0,1
2025-11-24 15:59:30,262.0,0.0,0.0,1
2025-11-24 15:59:32,269.0,0.0,0.0,1
2025-11-24 15:59:34,278.0,0.0,0.0,1
2025-11-24 15:59:36,270.0,0.0,0.0,1
2025-11-24 15:59:38,264.0,0.0,0.0,1
2025-11-24 15:59:40,272.0,0.0,0.0,1
2025-11-24 15:59:42,268.0,0.0,0.0,1
2025-11-24 15:59:44,266.0,0.0,0.0,1
2025-11-24 15:59:47,276.0,0.0,0.0,1
2025-11-24 15:59:49,272.0,0.0,0.0,1
2025-11-24 15:59:51,266.0,0.0,0.0,1
2025-11-24 15:59:53,271.0,0.0,0.0,1
2025-11-24 15:59:55,271.0,0.0,0.0,1
2025-11-24 15:59:57,276.0,0.0,0.0,1
2025-11-24 15:59:59,272.0,0.0,0.0,1
2025-11-24 16:00:01,324.0,0.0,0.0,1
2025-11-24 16:00:03,315.0,0.0,0.0,1
2025-11-24 16:00:05,297.0,0.0,0.0,1
2025-11-24 16:00:07,293.0,0.0,0.0,1
2025-11-24 16:00:10,278.0,0.0,0.0,1
2025-11-24 16:00:12,274.0,0.0,0.0,1
2025-11-24 16:00:14,273.0,0.0,0.0,1
2025-11-24 16:00:16,278.0,0.0,0.0,1
2025-11-24 16:00:18,273.0,0.0,0.0,1
2025-11-24 16:00:20,274.0,0.0,0.0,1
2025-11-24 16:00:22,259.0,0.0,0.0,1
2025-11-24 16:00:24,267.0,0.0,0.0,1
2025-11-24 16:00:26,268.0,0.0,0.0,1
2025-11-24 16:00:28,272.0,0.0,0.0,1
